fips,INTPTLAT,INTPTLON,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Clust
01011,32.1017589,-85.7172613,0.24804397009878246,0.0,0.6433654857009976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1085905442002199,99
01087,32.3870267,-85.692887,0.08465050583868969,0.0,0.3632482325894939,0.0,0.0001284042561072274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5519728573157091,99
01023,31.9909539,-88.2488894,7.234521822770658e-05,0.0,0.7774332245414711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2224944302403011,6
01029,33.6719637,-85.5161261,0.07149258243537976,0.0,0.7633046492042582,0.0,0.16520276836036193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
01111,33.2964753,-85.4640679,0.0,0.0,0.7904885351721993,0.0,0.2095114648278007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
01039,31.2439873,-86.4487206,0.3952921889507892,0.0,0.42417450092850506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18053331012070573,99
01025,31.6855211,-87.8186244,0.16824829917579395,0.0,0.5983769778466664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333747229775396,6
01129,31.4052172,-88.1975644,0.0,0.0,0.6741121171611675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3258878828388326,6
01041,31.7328256,-86.3192219,0.029462429020752842,0.0,0.7578092662772051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127283047020421,99
01075,33.7870852,-88.0874309,0.0,0.0,0.22936156060185484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706384393981452,39
01059,34.4419892,-87.8428144,0.0,0.0,0.5734720751286353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4265279248713647,84
01035,31.4309257,-86.9887221,0.34499529449366984,0.0,0.4559706660511035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19903403945522669,99
01015,33.7717061,-85.8225133,0.8733062162175601,0.0,0.12669378378243992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
01005,31.8702531,-85.4051035,0.0,0.0,0.868223372886699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13177662711330093,99
01033,34.703112,-87.8014569,0.5302997082622904,0.0,0.2731681270748588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19653216466285084,84
01077,34.9041221,-87.6509966,0.8226146978037792,0.0,0.02690307295947617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15048222923674473,84
01055,34.0476407,-86.0342629,0.5029800883482429,0.0,0.36241093032031796,0.0,0.0,0.0,0.0,0.03702079957379744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09758818175764172,39
01085,32.147888,-86.6505859,0.4063411170057229,0.0,0.27381678432683065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31984209866744656,99
01001,32.5322367,-86.6464395,0.0653792467440689,0.0,0.49490152640956697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43971922684636416,39
01051,32.597229,-86.1427347,0.0,0.0,0.4318112585720146,0.0,0.2170161833877417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3511725580402437,39
01101,32.2028812,-86.2044615,0.5630140435028685,0.0,0.10465902057025822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3323269359268731,99
01047,32.3335397,-87.1143556,0.21350387481166758,0.0,0.21404925817199077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5724468670163416,39
01109,31.7986508,-85.9416035,0.009324449904707903,0.0,0.8479106616894265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14276488840586557,99
01065,32.7527958,-87.6230608,0.1915078669312047,0.0,0.32884695242928996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47964518063950534,39
01125,33.2902197,-87.5227834,0.03520002151672758,0.0,0.7267947136089941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23800526487427842,39
01107,33.2967933,-88.0968631,0.06469842727976388,0.0,0.2721392907873808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6631622819328554,39
01003,30.6592183,-87.7460666,0.0,0.0,0.22894965992367952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418182283834759,6
01097,30.6845725,-88.1965682,0.0,0.0,0.3437265065484907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6192043491137383,6
01081,32.6040644,-85.3530477,0.0,0.0,0.6216674084036755,0.0,0.12517242311957374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25316016847675066,30
01113,32.2898113,-85.1869798,0.018345058469606337,0.0,0.6250617471818702,0.0,0.004595629118917464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35199756522960596,30
01017,32.9155039,-85.3940321,0.0,0.0,0.2553865830324863,0.0,0.7446134169675137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
01061,31.0923822,-85.8210224,0.6387256927914117,0.0,0.15962845349390792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2016458537146804,99
01067,31.5169779,-85.2399712,0.14678468795749067,0.0,0.6766930542753348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17652225776717456,99
01069,31.1581831,-85.2964111,0.7124071016764664,0.0,0.14520522261745417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1423876757060794,99
01031,31.402258,-85.9896022,0.11365472124253177,0.0,0.7283252300263682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580200487311,99
01045,31.4306536,-85.609476,0.06593746636529975,0.0,0.7046550425142613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22940749112043907,99
01095,34.3095637,-86.3216681,0.015106268966984335,0.0,0.9848937310330157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
01079,34.529776,-87.3218651,0.2724418251730998,0.0,0.7275581748269002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
01103,34.4544844,-86.8464021,0.1729823076009686,0.0,0.8270176923990314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
01049,34.460929,-85.803992,0.19950100926030356,0.0,0.8004989907396964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
01083,34.8102387,-86.9813995,0.9970771082857974,0.0,7.47406100435364e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028481511041590483,53
01089,34.7642377,-86.5510802,0.7115083624005007,0.0,0.28849163759949914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
04023,31.525733,-110.8452278,0.0,0.0,0.4192013550022248,0.0,0.4390150667790918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14178357821868348,18
04019,32.1280427,-111.7836574,0.00721183715544971,0.0,0.12485105288961104,0.0,0.24207046920670616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6258666407482332,18
04011,33.2388723,-109.2423231,0.0025083303618635405,0.0,0.2661199162250446,0.0,0.6689397385926301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06243201482046171,18
04012,33.7276104,-114.038806,0.0018033448257979005,0.0,0.08888587302431873,0.0,0.2834467425631811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06285944821352682,0.0,0.0,0.5630045913731755,27
04001,35.385084,-109.4901722,0.016176357251711772,0.0,0.5754132057113012,0.0,0.07183760314030514,0.0,0.10140004786096163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16975619118524132,0.0,0.0,0.06541659485047888,18
04005,35.8296919,-111.7737277,0.3905611899097191,0.0,0.25756558192120516,0.009138917395661673,0.09271976392166205,0.0,0.07315571112650482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13895469736534546,0.0,0.0,0.03790413835990174,68
04007,33.7896177,-110.8118696,0.06421614906753244,0.0,0.4624236679296002,0.0,0.3971768708457073,0.0,0.00802435371305347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06815895844410651,18
04021,32.9185209,-111.3663396,0.009966023574351548,0.0,0.1471063100767415,0.0,0.26136986950053465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5815577968483723,18
04013,33.3451756,-112.4989297,0.00037674064025224947,0.0,0.04899007243269709,0.0,0.3053032277890456,0.0,0.029404155539548338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6159258035984568,27
04025,34.631071,-112.5772247,0.07977844557573903,0.0,0.23384286305366447,0.0,0.5609972333640911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12538145800650546,27
04009,32.9318277,-109.8783103,0.004362129618405959,0.0,0.24206829831856586,0.0,0.4402366024855414,0.0,0.021254885791010508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29207808378647626,18
04017,35.3907852,-110.3210248,0.09756049723588885,0.0,0.6131307433603571,0.0,0.028565064556738698,0.0,0.02740711796580889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1728107572265229,0.0,0.0,0.060525819654683656,18
04003,31.8401287,-109.7751627,0.02248529165405765,0.0,0.2321239980560379,0.0,0.20948410630536732,0.0,0.03314513900962787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03351578908352623,0.469245675891383,18
04027,32.7739424,-113.910905,0.0,0.0,0.02699523462694399,0.0,0.20486775993282255,0.0,0.007834222579256093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06110213931782877,0.0,0.0,0.6992006435431486,27
04015,35.717705,-113.7496891,0.1928815600600581,0.0,0.24534462406044996,0.0,0.2866960963210279,0.0,0.027775165940221662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008853370427750687,0.2384491831904918,27
05137,35.8570011,-92.1404819,0.0,0.0,0.38409077357290494,0.0,0.0,0.0,0.0,0.615909226427095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
05113,34.4909149,-94.2308841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991606864110213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008393135889786538,28
05049,36.3836192,-91.8196636,0.8098909903486399,0.0,0.08105770479431745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10905130485704272,96
05083,35.2186538,-93.7209102,0.0,0.0,0.5583322813690572,0.0,0.0,0.0,0.0,0.400748722639444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04091899599149875,42
05001,34.2895697,-91.3765466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33
05015,36.3373704,-93.5409718,0.8540664170126896,0.0,0.0,0.0,0.0,0.0,0.0,0.14593358298731046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
05141,35.5829532,-92.5159757,0.0,0.0,0.3637692494291043,0.0,0.0,0.0,0.0,0.6362307505708956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
05071,35.5733586,-93.4663223,0.0,0.0,0.38084271144813464,0.0,0.0,0.0,0.0,0.5469267786646688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07223050988719663,42
05129,35.8963868,-92.6958884,0.0,0.0,0.5186305656762822,0.0,0.0,0.0,0.0,0.4813694343237178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
05133,33.9948773,-94.2432792,0.0,0.0,0.3880627742856846,0.0,0.0,0.0,0.0,0.21128206731921909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40065515839509636,28
05121,36.3412985,-91.0284409,0.6545301804317623,0.0,0.00013847410764977126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02763712398510018,0.0,0.0,0.07058717637447091,0.0,0.0,0.2471070451010168,96
05065,36.0948792,-91.9136252,0.18272795623655083,0.0,0.8172720437634491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
05127,34.8588693,-94.0636413,0.0,0.0,0.05708126853260567,0.0,0.0,0.0,0.0,0.8796253504117232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0632933810556713,42
05023,35.5663146,-92.0599504,0.0,0.0,0.3435014891461205,0.0,0.0,0.0,0.0,0.6323932778613609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024105232992518443,42
05095,34.6795117,-91.2033099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6069994248783961,0.0,0.0,0.0,0.0,0.0,0.39300057512160397,33
05037,35.2856921,-90.7639835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49795109891179506,0.0,0.0,0.0,0.0,0.0,0.5020489010882049,33
05047,35.5085579,-93.8876647,0.0,0.0,0.4518917888935575,0.0,0.0,0.0,0.0,0.41388256446837407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13422564663806835,42
05067,35.5964674,-91.2232051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08137748419390697,0.0,0.0,0.0,0.0,0.5589020340831051,0.0,0.0,0.07054744895912247,0.0,0.0,0.2891730327638655,96
05021,36.3673021,-90.4187041,0.004216769331384715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12659279843795387,0.0,0.0,0.10002195742149052,0.0,0.0,0.7691684748091708,96
05003,33.1908354,-91.7722672,0.0,0.0,0.005541807479347022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9944581925206529,33
05041,33.8287519,-91.2441034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03077958634194103,0.0,0.0,0.0,0.0,0.0,0.969220413658059,33
05097,34.5456557,-93.664153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
05135,36.1733989,-91.4710689,0.6172339235601362,0.0,0.3416599254975982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04110615094226563,96
05017,33.2671393,-91.2971578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33
05089,36.2666636,-92.6785765,0.4730259730299398,0.0,0.5269740269700601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
05117,34.8311162,-91.5536205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33
05011,33.4665491,-92.1691559,0.0,0.0,0.2301751488951147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698248511048853,33
05043,33.5872418,-91.7227781,0.0,0.0,0.23908103876901682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.760918961230983,33
05109,34.1581907,-93.6586589,0.0,0.0,0.2545948456939732,0.0,0.0,0.0,0.0,0.6272974228469865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11810773145904023,28
05075,36.0410983,-91.1011529,0.1484348643923982,0.0,0.2218766292846993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816707388135229,0.0,0.0,0.11949365665157076,0.0,0.0,0.22852411085780877,96
05147,35.1927768,-91.2445353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4973077432974027,0.0,0.0,0.056733701139110124,0.0,0.0,0.44595855556348724,33
05077,34.7795048,-90.7797172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5679466748239844,0.0,0.0,0.0,0.0,0.0,0.4320533251760156,33
05029,35.265702,-92.6892479,0.0,0.0,0.6226301164903283,0.0,0.0,0.0,0.0,0.14068611734530298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23668376616436884,42
05061,34.0830639,-93.9909315,0.03433524423803734,0.0,0.37501462427069404,0.0,0.0,0.0,0.0,0.4193477829605627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17130234853070592,28
05039,33.9678233,-92.6539989,0.0,0.0,0.6373718569378088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3626281430621912,28
05073,33.2406294,-93.611514,0.0,0.0,0.24774458246441217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7522554175355878,28
05019,34.0533162,-93.1762085,0.04943556135053527,0.0,0.3510310870161954,0.0,0.0,0.0,0.0,0.26493446335437826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334598888278891,28
05063,35.7374992,-91.5599423,0.0,0.0,0.42730596009847766,0.0,0.0,0.0,0.0,0.2926255610047236,0.0,0.0,0.0,0.0,0.008697291078503358,0.0,0.0,0.0,0.0,0.0,0.2713711878182954,96
05093,35.7669437,-90.0522072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003281247170274175,0.0,0.9967187528297258,17
05103,33.5911684,-92.8784131,0.0,0.0,0.6091199141539494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3908800858460506,28
05013,33.5604604,-92.513879,0.0,0.0,0.10152488441859743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984751155814026,28
05139,33.1682186,-92.5981447,0.0,0.0,0.7738769829027328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2261230170972672,28
05143,35.978001,-94.2172695,0.257165925235673,0.0,0.024312447743475525,0.0,0.0,0.0,0.0,0.7179503953944051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005712316264464289,42
05007,36.3378189,-94.2562984,0.9521114058258194,0.0,0.0,0.0,0.0,0.0,0.0,0.04029424218705606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007594351987124612,42
05087,36.0125452,-93.7240531,0.2727996424933558,0.0,0.0,0.0,0.0,0.0,0.0,0.7272003575066441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
05033,35.5830114,-94.2362187,0.0,0.0,0.024913666753669156,0.0,0.0,0.0,0.0,0.7226193105386793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2524670227076514,42
