Date,Clust,prcp,tmax,tmin
2000-01-01,0,0.7651499695514316,9.088403196989793,-4.31693874581575
2000-01-01,1,2.715607766886704,5.841087723506317,-6.463598542541039
2000-01-01,2,2.7956058942384314,-0.5003512367051588,-8.763936314382214
2000-01-01,3,0.19039532826726616,-6.2404180334207595,-17.32102870941162
2000-01-01,4,1.4315099180337576,-5.244354893801864,-16.57902097884443
2000-01-01,5,9.038220175479987,6.7991720479603295,-1.1769775435279737
2000-01-01,6,2.9790805321839327,17.27946433682664,4.253006023208212
2000-01-01,7,3.81633196613653,9.63818645477295,-1.833900465955579
2000-01-01,8,1.3172756515202986,0.7586725761573159,-9.234843021438966
2000-01-01,9,0.3249423249096375,8.841332471161557,-8.069535908643266
2000-01-01,10,2.7995427062847473,18.335137130430084,4.740730576867225
2000-01-01,11,0.6812625969609906,1.6713426882220852,-9.469357798176429
2000-01-01,12,1.7331367896571348,18.470478136895114,3.5225095067234995
2000-01-01,13,0.21032663475882055,4.385359452546008,-10.032358005734308
2000-01-01,14,4.954622380024331,-0.1275933554363443,-6.204723246485837
2000-01-01,15,5.121743367564294,9.763326667970226,-2.030308200226676
2000-01-01,16,2.4542766474840936,1.4490605817552198,-8.77261657463877
2000-01-01,17,2.3890136018768993,8.460788363533764,-2.179433211487067
2000-01-01,18,0.2458102863023121,15.322072695276857,-1.8084199932624871
2000-01-01,19,0.4023968453139426,0.6982732232099703,-11.246450789902312
2000-01-01,20,0.439602415952083,15.144097408820297,-2.2765904308796436
2000-01-01,21,1.3048420746642424,-1.5364903053605412,-10.650608304035233
2000-01-01,22,0.5774538825840839,-4.54940941782281,-16.614539848302456
2000-01-01,23,0.4656041845344084,1.7426376756593007,-10.538308235277672
2000-01-01,24,10.249415104803834,5.458860083766607,-0.8170486831146738
2000-01-01,25,1.1609680611201285,22.31714334516727,9.89091923589793
2000-01-01,26,2.036727931483948,0.47107569917017156,-8.989523831718518
2000-01-01,27,0.20501179592166166,17.78278985740813,2.4818549083979886
2000-01-01,28,2.222833870179977,12.288683788286269,0.7336301896007218
2000-01-01,29,1.0404293026799472,4.492544124329012,-6.514735307049387
2000-01-01,30,4.890971085964105,12.125911137996576,0.41936101516087854
2000-01-01,31,2.7312111822334497,2.1915514952427637,-8.899593301721522
2000-01-01,32,0.1556992158216596,1.0119737218872609,-12.216869774812498
2000-01-01,33,1.661886835400062,12.036793225928198,0.9540115817438196
2000-01-01,34,0.26620243305165964,9.113857707228185,-7.527524527466189
2000-01-01,35,2.973413160836708,-0.6023672636870757,-10.357861978489222
2000-01-01,36,5.244589849557292,11.533041522489581,-0.6529047494161063
2000-01-01,37,1.2945425325084006,2.71897463490223,-9.432323351673695
2000-01-01,38,3.67796573346975,7.49454418493777,-4.670078243528094
2000-01-01,39,4.634854840354686,12.763172588465407,1.1173217261861441
2000-01-01,40,9.485394194450146,7.556766950092741,-1.808981419093227
2000-01-01,41,0.4611244830388002,13.084765501495442,-1.7516408968065178
2000-01-01,42,1.931792889650051,10.323383994591541,-1.1078282742378993
2000-01-01,43,2.041335024732224,6.992301301753265,-5.5741239507147595
2000-01-01,44,3.875114077015927,3.8084229670072856,-7.157280846645958
2000-01-01,45,0.3800306173532937,6.616746341045575,-7.786534010174535
2000-01-01,46,3.055313071202371,-3.8146340248032753,-15.413269082117946
2000-01-01,47,0.7820680678480921,-1.9829792610489492,-12.928314369503815
2000-01-01,48,0.17427672661409643,-5.158412650673689,-16.98191681593478
2000-01-01,49,1.6300311834818553,21.941680151399915,7.457686857627481
2000-01-01,50,0.529717026587199,-7.219323822554508,-20.23320470935237
2000-01-01,51,2.7271214416872973,0.45695468623518526,-8.481576745738959
2000-01-01,52,0.5156304213651808,9.146057544315111,-7.434072179302883
2000-01-01,53,4.429128465136967,12.417493340775776,1.02734727456763
2000-01-01,54,0.8150248226493296,1.8511472555121988,-8.319930871327719
2000-01-01,55,0.4003498097645722,-8.038776185224734,-20.098861751186863
2000-01-01,56,2.0517933218666675,3.2031422718187397,-7.556786073191782
2000-01-01,57,4.919485581631692,12.481894998360943,0.23327355984820422
2000-01-01,58,0.5329345300637885,7.644601276942662,-4.575434010203292
2000-01-01,59,2.43363211090111,17.99238899899394,5.117181109517723
2000-01-01,60,0.3652004322094174,-3.851741944348913,-15.967493644331826
2000-01-01,61,1.7911988238756507,1.5693724413449912,-10.67618524554997
2000-01-01,62,0.9898550368989497,-1.1062280940045792,-10.177120565739582
2000-01-01,63,1.4244843074517657,17.54101862648661,4.937578075615935
2000-01-01,64,4.87517740096276,-0.15099136277664615,-8.67837985077252
2000-01-01,65,0.2603231284273676,11.716746485376932,-4.631341934204102
2000-01-01,66,7.924341950267034,4.358089574122679,-1.7295116013766165
2000-01-01,67,1.1903235878633416,-0.5762280137642571,-10.407289994281273
2000-01-01,68,0.7414619759471782,9.321550171419638,-4.196439891587596
2000-01-01,69,2.064505407365702,2.7923332816463406,-8.467570369526491
2000-01-01,70,4.736481154242227,10.374362621750942,-1.2867849028387734
2000-01-01,71,0.14988002435666842,7.242290918900521,-7.532790026410956
2000-01-01,72,0.26420240610605106,2.7738629229581706,-9.902032167292559
2000-01-01,73,2.018415525678471,3.566990287621254,-5.83266985177713
2000-01-01,74,2.2102116173964284,-0.21473625274804925,-10.547350408113923
2000-01-01,75,2.768100715096975,17.363350217742035,4.29046179690113
2000-01-01,76,2.1513063893515683,13.277241105864036,0.6894393304043269
2000-01-01,77,3.0512832240797763,11.141053591292074,-0.3867762497146633
